post_id,actor_1,actor_2,relation_type
2089781377461813644,Pakistan,Turkiye,supportive
2089781377461813644,Pakistan,United States,hostile
2089781377461813644,Saudi Arabia,Turkiye,supportive
2089781377461813644,Saudi Arabia,United States,hostile
2089781377461813644,Turkiye,United States,hostile
2089775024089788419,Pakistan,Saudi Arabia,supportive
2089775024089788419,Pakistan,Turkiye,supportive
2089775024089788419,Saudi Arabia,Turkiye,supportive
2089772550716821877,Iran,Turkiye,skeptical
2089765148777201826,Pakistan,Saudi Arabia,hostile
2089765148777201826,Pakistan,Turkiye,hostile
2089765148777201826,Saudi Arabia,Turkiye,hostile
2089763079898960200,Iran,Turkiye,neutral-reporting
2089760977755476009,Pakistan,Saudi Arabia,supportive
2089760977755476009,Pakistan,Turkiye,supportive
2089760977755476009,Pakistan,United States,neutral-reporting
2089760977755476009,Saudi Arabia,Turkiye,supportive
2089760977755476009,Saudi Arabia,United States,neutral-reporting
2089760977755476009,Turkiye,United States,neutral-reporting
2089759118840254535,Pakistan,Turkiye,neutral-reporting
2089756797775040931,Iran,Pakistan,unclear
2089756797775040931,Iran,Saudi Arabia,unclear
2089756797775040931,Iran,Turkiye,unclear
2089756797775040931,Iran,United States,hostile
2089756797775040931,Pakistan,Saudi Arabia,neutral-reporting
2089756797775040931,Pakistan,Turkiye,neutral-reporting
2089756797775040931,Pakistan,United States,unclear
2089756797775040931,Saudi Arabia,Turkiye,neutral-reporting
2089756797775040931,Saudi Arabia,United States,unclear
2089756797775040931,Turkiye,United States,mediating
2089750846019952903,Iran,Pakistan,unclear
2089750846019952903,Iran,Saudi Arabia,unclear
2089750846019952903,Iran,Turkiye,unclear
2089750846019952903,Pakistan,Saudi Arabia,supportive
2089750846019952903,Pakistan,Turkiye,supportive
2089750846019952903,Saudi Arabia,Turkiye,supportive
2089736436920840584,Pakistan,Saudi Arabia,neutral-reporting
2089736436920840584,Pakistan,Turkiye,neutral-reporting
2089736436920840584,Saudi Arabia,Turkiye,neutral-reporting
2089733476916338785,Iran,Turkiye,neutral-reporting
2089733476916338785,Iran,United States,neutral-reporting
2089733476916338785,Turkiye,United States,neutral-reporting
2089733006252486938,Pakistan,Saudi Arabia,skeptical
2089733006252486938,Pakistan,Turkiye,skeptical
2089733006252486938,Saudi Arabia,Turkiye,skeptical
2089731380087505179,Pakistan,Turkiye,supportive
2089730915530391907,Iran,Turkiye,skeptical
2089710795063988548,Pakistan,Saudi Arabia,neutral-reporting
2089710795063988548,Pakistan,Turkiye,neutral-reporting
2089710795063988548,Saudi Arabia,Turkiye,neutral-reporting
2089706401396318614,Pakistan,Saudi Arabia,neutral-reporting
2089706401396318614,Pakistan,Turkiye,neutral-reporting
2089706401396318614,Saudi Arabia,Turkiye,neutral-reporting
2089706380068614381,Pakistan,Saudi Arabia,neutral-reporting
2089706380068614381,Pakistan,Turkiye,neutral-reporting
2089706380068614381,Saudi Arabia,Turkiye,neutral-reporting
2089699222442651991,Pakistan,Saudi Arabia,neutral-reporting
2089699222442651991,Pakistan,Turkiye,neutral-reporting
2089699222442651991,Saudi Arabia,Turkiye,neutral-reporting
2089699222442651991,Iran,United States,neutral-reporting
2089699222442651991,Turkiye,United States,neutral-reporting
2089699146470940734,Pakistan,Saudi Arabia,skeptical
2089690338889781687,Pakistan,Saudi Arabia,hostile
2089690338889781687,Pakistan,Turkiye,hostile
2089690338889781687,Saudi Arabia,Turkiye,hostile
2089690338889781687,Iran,Pakistan,hostile
2089690338889781687,Iran,Saudi Arabia,hostile
2089690338889781687,Iran,Turkiye,hostile
2089688808325312925,Saudi Arabia,Turkiye,neutral-reporting
2089687326502904285,Pakistan,Saudi Arabia,neutral-reporting
2089687326502904285,Pakistan,Turkiye,neutral-reporting
2089687326502904285,Saudi Arabia,Turkiye,neutral-reporting
2089687326502904285,Pakistan,United States,hostile
2089687326502904285,Saudi Arabia,United States,hostile
2089687326502904285,Turkiye,United States,hostile
2089686478582657350,Pakistan,Saudi Arabia,neutral-reporting
2089686478582657350,Pakistan,Turkiye,neutral-reporting
2089686478582657350,Saudi Arabia,Turkiye,neutral-reporting
2089685894584512660,Pakistan,Saudi Arabia,neutral-reporting
2089685894584512660,Pakistan,Turkiye,neutral-reporting
2089685894584512660,Saudi Arabia,Turkiye,neutral-reporting
2089685493483196904,Pakistan,Saudi Arabia,neutral-reporting
2089685493483196904,Pakistan,Turkiye,neutral-reporting
2089685493483196904,Saudi Arabia,Turkiye,neutral-reporting
2089684638835106189,Pakistan,Turkiye,hostile
2089682665297391726,Pakistan,Saudi Arabia,neutral-reporting
2089682665297391726,Pakistan,Turkiye,neutral-reporting
2089682665297391726,Saudi Arabia,Turkiye,neutral-reporting
2089672155935944921,Saudi Arabia,Turkiye,neutral-reporting
2089670781676781724,Pakistan,Saudi Arabia,neutral-reporting
2089670781676781724,Pakistan,Turkiye,neutral-reporting
2089670781676781724,Saudi Arabia,Turkiye,neutral-reporting
2089668457511944409,Pakistan,Saudi Arabia,neutral-reporting
2089668457511944409,Pakistan,Turkiye,neutral-reporting
2089668457511944409,Saudi Arabia,Turkiye,neutral-reporting
2089666460734066965,Iran,Pakistan,skeptical
2089666460734066965,Iran,Saudi Arabia,hostile
2089666460734066965,Iran,Turkiye,skeptical
2089666460734066965,Pakistan,Saudi Arabia,skeptical
2089666460734066965,Pakistan,Turkiye,skeptical
2089666460734066965,Saudi Arabia,Turkiye,skeptical
2089661080285102551,Iran,Saudi Arabia,hostile
2089657580998304159,Pakistan,Saudi Arabia,neutral-reporting
2089657580998304159,Pakistan,Turkiye,neutral-reporting
2089657580998304159,Saudi Arabia,Turkiye,neutral-reporting
2089653543410041071,Pakistan,Saudi Arabia,neutral-reporting
2089653543410041071,Pakistan,Turkiye,neutral-reporting
2089653543410041071,Saudi Arabia,Turkiye,neutral-reporting
2089647449019150638,Pakistan,Saudi Arabia,neutral-reporting
2089647449019150638,Pakistan,Turkiye,neutral-reporting
2089647449019150638,Saudi Arabia,Turkiye,neutral-reporting
2089641594584518665,Pakistan,Saudi Arabia,neutral-reporting
2089641594584518665,Pakistan,Turkiye,neutral-reporting
2089641594584518665,Saudi Arabia,Turkiye,neutral-reporting
2089637256176758997,Iran,Pakistan,skeptical
2089637256176758997,Iran,Turkiye,skeptical
2089637256176758997,Pakistan,Turkiye,skeptical
2089633775294775586,Pakistan,Saudi Arabia,supportive
2089633775294775586,Pakistan,Turkiye,supportive
2089633775294775586,Saudi Arabia,Turkiye,supportive
2089626919218364603,Pakistan,Saudi Arabia,neutral-reporting
2089626919218364603,Pakistan,Turkiye,neutral-reporting
2089626919218364603,Saudi Arabia,Turkiye,neutral-reporting
2089622981903585417,Pakistan,Saudi Arabia,neutral-reporting
2089622981903585417,Pakistan,Turkiye,neutral-reporting
2089622981903585417,Saudi Arabia,Turkiye,neutral-reporting
2089620773439000719,Pakistan,Saudi Arabia,supportive
2089620773439000719,Pakistan,Turkiye,supportive
2089620773439000719,Saudi Arabia,Turkiye,supportive
2089615606110716051,Pakistan,Saudi Arabia,neutral-reporting
2089615606110716051,Pakistan,Turkiye,neutral-reporting
2089615606110716051,Saudi Arabia,Turkiye,neutral-reporting
2089615371796181262,Pakistan,Saudi Arabia,neutral-reporting
2089615371796181262,Pakistan,Turkiye,neutral-reporting
2089615371796181262,Saudi Arabia,Turkiye,neutral-reporting
2089608935074377788,Pakistan,Saudi Arabia,neutral-reporting
2089608935074377788,Pakistan,Turkiye,neutral-reporting
2089608935074377788,Saudi Arabia,Turkiye,neutral-reporting
2089608281245233654,Pakistan,Saudi Arabia,neutral-reporting
2089608281245233654,Pakistan,Turkiye,neutral-reporting
2089608281245233654,Saudi Arabia,Turkiye,neutral-reporting
2089607483132199188,Pakistan,Saudi Arabia,neutral-reporting
2089607483132199188,Pakistan,Turkiye,neutral-reporting
2089607483132199188,Saudi Arabia,Turkiye,neutral-reporting
2089598307370668081,Pakistan,Saudi Arabia,neutral-reporting
2089598307370668081,Pakistan,Turkiye,neutral-reporting
2089598307370668081,Saudi Arabia,Turkiye,neutral-reporting
2089595045276270943,Pakistan,Saudi Arabia,neutral-reporting
2089595045276270943,Pakistan,Turkiye,neutral-reporting
2089595045276270943,Saudi Arabia,Turkiye,neutral-reporting
2089594243090407462,Pakistan,Saudi Arabia,neutral-reporting
2089594243090407462,Pakistan,Turkiye,neutral-reporting
2089594243090407462,Saudi Arabia,Turkiye,neutral-reporting
2089594243090407462,Pakistan,United States,hostile
2089594243090407462,Saudi Arabia,United States,hostile
2089594243090407462,Turkiye,United States,hostile
2089592471399354474,Pakistan,Saudi Arabia,neutral-reporting
2089592471399354474,Pakistan,Turkiye,neutral-reporting
2089592471399354474,Saudi Arabia,Turkiye,neutral-reporting
2089581699416170842,Pakistan,Saudi Arabia,neutral-reporting
2089581699416170842,Pakistan,Turkiye,neutral-reporting
2089581699416170842,Saudi Arabia,Turkiye,neutral-reporting
2089580749125239168,Pakistan,Saudi Arabia,neutral-reporting
2089580749125239168,Pakistan,Turkiye,neutral-reporting
2089580749125239168,Saudi Arabia,Turkiye,neutral-reporting
2089576314009497837,Pakistan,Saudi Arabia,neutral-reporting
2089576314009497837,Pakistan,Turkiye,neutral-reporting
2089576314009497837,Saudi Arabia,Turkiye,neutral-reporting
2089575638814404733,Pakistan,Saudi Arabia,neutral-reporting
2089575638814404733,Pakistan,Turkiye,neutral-reporting
2089575638814404733,Saudi Arabia,Turkiye,neutral-reporting
2089573521735446872,Pakistan,Turkiye,neutral-reporting
2089571646734561622,Pakistan,Saudi Arabia,neutral-reporting
2089571646734561622,Pakistan,Turkiye,neutral-reporting
2089571646734561622,Saudi Arabia,Turkiye,neutral-reporting
2089569114289569947,Iran,Turkiye,skeptical
2089566708553953428,Pakistan,Saudi Arabia,neutral-reporting
2089566708553953428,Pakistan,Turkiye,neutral-reporting
2089566708553953428,Saudi Arabia,Turkiye,neutral-reporting
2089545604305219976,Pakistan,Iran,hostile
2089543749991108862,Pakistan,Saudi Arabia,neutral-reporting
2089541280061681965,Saudi Arabia,United States,neutral-reporting
2089539843479183469,Pakistan,Saudi Arabia,supportive
2089539843479183469,Pakistan,Turkiye,supportive
2089539843479183469,Saudi Arabia,Turkiye,supportive
2089537249666793696,Pakistan,Saudi Arabia,neutral-reporting
2089537249666793696,Pakistan,Turkiye,neutral-reporting
2089537249666793696,Saudi Arabia,Turkiye,hostile
2089533146438029741,Pakistan,Saudi Arabia,supportive
2089533146438029741,Pakistan,Turkiye,supportive
2089533146438029741,Saudi Arabia,Turkiye,supportive
2089533146438029741,Pakistan,United States,supportive
2089533146438029741,Saudi Arabia,United States,supportive
2089533146438029741,Turkiye,United States,supportive
2089527230116606385,Pakistan,Saudi Arabia,skeptical
2089527230116606385,Pakistan,Turkiye,skeptical
2089527230116606385,Saudi Arabia,Turkiye,skeptical
2089505633317908595,Pakistan,Saudi Arabia,neutral-reporting
2089505633317908595,Pakistan,Turkiye,neutral-reporting
2089505633317908595,Saudi Arabia,Turkiye,neutral-reporting
2089485584171442340,Pakistan,Saudi Arabia,neutral-reporting
2089485584171442340,Pakistan,Turkiye,neutral-reporting
2089485584171442340,Saudi Arabia,Turkiye,neutral-reporting
2089480207057215707,Saudi Arabia,United States,hostile
2089480207057215707,Iran,Saudi Arabia,hostile
2089480207057215707,Iran,United States,hostile
2089476416450548068,Pakistan,Saudi Arabia,supportive
2089476416450548068,Pakistan,Turkiye,supportive
2089476416450548068,Saudi Arabia,Turkiye,supportive
2089470906154291600,Pakistan,Saudi Arabia,neutral-reporting
2089470906154291600,Pakistan,Turkiye,neutral-reporting
2089470906154291600,Saudi Arabia,Turkiye,neutral-reporting
2089470906154291600,Iran,United States,hostile
2089467121046618282,Pakistan,Saudi Arabia,neutral-reporting
2089467121046618282,Pakistan,Turkiye,neutral-reporting
2089467121046618282,Saudi Arabia,Turkiye,neutral-reporting
2089457237706039472,Pakistan,Saudi Arabia,neutral-reporting
2089457237706039472,Pakistan,Turkiye,neutral-reporting
2089457237706039472,Saudi Arabia,Turkiye,neutral-reporting
2089457237706039472,Iran,United States,hostile
2089454510091772288,Saudi Arabia,Turkiye,supportive
2089454510091772288,Saudi Arabia,Pakistan,supportive
2089454510091772288,Turkiye,Pakistan,supportive
2089454510091772288,Saudi Arabia,Iran,neutral-reporting
2089454510091772288,Turkiye,Iran,neutral-reporting
2089454510091772288,Pakistan,Iran,neutral-reporting
2089454510091772288,Saudi Arabia,United States,neutral-reporting
2089454510091772288,Turkiye,United States,neutral-reporting
2089454510091772288,Pakistan,United States,neutral-reporting
2089453633616425052,Saudi Arabia,Turkiye,neutral-reporting
2089450255825654208,Saudi Arabia,Turkiye,supportive
2089450255825654208,Saudi Arabia,Pakistan,supportive
2089450255825654208,Turkiye,Pakistan,supportive
2089443391549723127,Iran,Pakistan,hostile
2089443391549723127,Iran,Saudi Arabia,hostile
2089443391549723127,Iran,Turkiye,hostile
2089443391549723127,Iran,United States,hostile
2089443391549723127,Pakistan,Saudi Arabia,supportive
2089443391549723127,Pakistan,Turkiye,supportive
2089443391549723127,Pakistan,United States,neutral-reporting
2089443391549723127,Saudi Arabia,Turkiye,supportive
2089443391549723127,Saudi Arabia,United States,supportive
2089443391549723127,Turkiye,United States,neutral-reporting
2089440215861719324,Iran,Pakistan,hostile
2089440215861719324,Iran,Saudi Arabia,hostile
2089440215861719324,Iran,Turkiye,hostile
2089440215861719324,Pakistan,Saudi Arabia,supportive
2089440215861719324,Pakistan,Turkiye,supportive
2089440215861719324,Saudi Arabia,Turkiye,supportive
2089434983677239785,Pakistan,Saudi Arabia,neutral-reporting
2089434983677239785,Pakistan,Turkiye,neutral-reporting
2089434983677239785,Saudi Arabia,Turkiye,neutral-reporting
2089434623160054219,Iran,Pakistan,hostile
2089434623160054219,Iran,Saudi Arabia,hostile
2089434623160054219,Iran,Turkiye,hostile
2089434623160054219,Iran,United States,hostile
2089434623160054219,Pakistan,Saudi Arabia,skeptical
2089434623160054219,Pakistan,Turkiye,skeptical
2089434623160054219,Pakistan,United States,skeptical
2089434623160054219,Saudi Arabia,Turkiye,skeptical
2089434623160054219,Saudi Arabia,United States,supportive
2089434623160054219,Turkiye,United States,skeptical
2089431532184481966,Iran,Pakistan,neutral-reporting
2089431532184481966,Iran,Turkiye,neutral-reporting
2089431532184481966,Pakistan,Turkiye,neutral-reporting
2089431532184481966,Iran,United States,hostile
2089431532184481966,Pakistan,United States,hostile
2089431532184481966,Turkiye,United States,hostile
2089429139577286982,Pakistan,Saudi Arabia,neutral-reporting
2089429139577286982,Pakistan,Turkiye,neutral-reporting
2089429139577286982,Saudi Arabia,Turkiye,neutral-reporting
2089423957653172650,Pakistan,Saudi Arabia,supportive
2089423957653172650,Pakistan,Turkiye,supportive
2089423957653172650,Saudi Arabia,Turkiye,supportive
2089423957653172650,Pakistan,United States,supportive
2089423957653172650,Saudi Arabia,United States,supportive
2089423957653172650,Turkiye,United States,supportive
2089419184874684542,Pakistan,Saudi Arabia,neutral-reporting
2089419184874684542,Pakistan,Turkiye,neutral-reporting
2089419184874684542,Saudi Arabia,Turkiye,neutral-reporting
2089418308718068027,Iran,United States,hostile
2089417717136650445,Iran,Pakistan,hostile
2089417717136650445,Iran,Saudi Arabia,hostile
2089417717136650445,Iran,Turkiye,hostile
2089417717136650445,Pakistan,Saudi Arabia,neutral-reporting
2089417717136650445,Pakistan,Turkiye,neutral-reporting
2089417717136650445,Saudi Arabia,Turkiye,neutral-reporting
2089416010172440691,Pakistan,Saudi Arabia,neutral-reporting
2089416010172440691,Pakistan,Turkiye,neutral-reporting
2089416010172440691,Saudi Arabia,Turkiye,neutral-reporting
2089413033378693564,Pakistan,Saudi Arabia,supportive
2089413033378693564,Pakistan,Turkiye,supportive
2089413033378693564,Saudi Arabia,Turkiye,supportive
2089412918320488727,Pakistan,Saudi Arabia,supportive
2089412918320488727,Pakistan,Turkiye,supportive
2089412918320488727,Saudi Arabia,Turkiye,supportive
2089410425230401876,Saudi Arabia,Turkiye,hostile
2089400976725954919,Pakistan,Saudi Arabia,supportive
2089400976725954919,Pakistan,Turkiye,supportive
2089400976725954919,Saudi Arabia,Turkiye,supportive
2089400976725954919,Pakistan,United States,supportive
2089399803465855252,Pakistan,Saudi Arabia,hostile
2089399803465855252,Pakistan,Turkiye,hostile
2089399803465855252,Saudi Arabia,Turkiye,hostile
2089399549592817871,Pakistan,Saudi Arabia,neutral-reporting
2089399549592817871,Pakistan,Turkiye,neutral-reporting
2089399549592817871,Saudi Arabia,Turkiye,neutral-reporting
2089397225663168635,Pakistan,United States,skeptical
2089397225663168635,Turkiye,United States,skeptical
2089397107543196013,Pakistan,Saudi Arabia,neutral-reporting
2089397107543196013,Pakistan,Turkiye,neutral-reporting
2089397107543196013,Saudi Arabia,Turkiye,neutral-reporting
2089387621369655643,Pakistan,Saudi Arabia,neutral-reporting
2089387621369655643,Pakistan,Turkiye,neutral-reporting
2089387621369655643,Saudi Arabia,Turkiye,neutral-reporting
2089382556102000653,Pakistan,Saudi Arabia,neutral-reporting
2089382556102000653,Pakistan,Turkiye,neutral-reporting
2089382556102000653,Saudi Arabia,Turkiye,neutral-reporting
2089382556102000653,Iran,Pakistan,neutral-reporting
2089382556102000653,Iran,Saudi Arabia,neutral-reporting
2089382556102000653,Iran,Turkiye,neutral-reporting
2089378483889918262,Pakistan,Saudi Arabia,neutral-reporting
2089378483889918262,Pakistan,Turkiye,neutral-reporting
2089378483889918262,Saudi Arabia,Turkiye,neutral-reporting
2089375723538600350,Pakistan,Saudi Arabia,neutral-reporting
2089375723538600350,Pakistan,Turkiye,neutral-reporting
2089375723538600350,Saudi Arabia,Turkiye,neutral-reporting
2089375091813732572,Iran,Saudi Arabia,hostile
2089370420533436732,Pakistan,Saudi Arabia,hostile
2089363349129888106,Pakistan,Saudi Arabia,neutral-reporting
2089363349129888106,Pakistan,Turkiye,neutral-reporting
2089363349129888106,Saudi Arabia,Turkiye,neutral-reporting
2089362944727666794,Pakistan,Saudi Arabia,neutral-reporting
2089362944727666794,Pakistan,Turkiye,neutral-reporting
2089362944727666794,Saudi Arabia,Turkiye,neutral-reporting
2089362092646412469,Pakistan,Saudi Arabia,neutral-reporting
2089362092646412469,Pakistan,Turkiye,neutral-reporting
2089362092646412469,Saudi Arabia,Turkiye,neutral-reporting
2089361120113119613,Pakistan,Saudi Arabia,neutral-reporting
2089361120113119613,Pakistan,Turkiye,neutral-reporting
2089361120113119613,Saudi Arabia,Turkiye,neutral-reporting
2089359139487322158,Iran,Pakistan,neutral-reporting
2089359139487322158,Iran,Saudi Arabia,neutral-reporting
2089359139487322158,Iran,Turkiye,neutral-reporting
2089359139487322158,Iran,United States,neutral-reporting
2089359139487322158,Pakistan,Saudi Arabia,neutral-reporting
2089359139487322158,Pakistan,Turkiye,neutral-reporting
2089359139487322158,Pakistan,United States,neutral-reporting
2089352276817436836,Pakistan,Saudi Arabia,neutral-reporting
2089352276817436836,Pakistan,Turkiye,neutral-reporting
2089352276817436836,Saudi Arabia,Turkiye,neutral-reporting
2089351179981758867,Pakistan,Saudi Arabia,supportive
2089351091393839161,Pakistan,Saudi Arabia,skeptical
2089351091393839161,Pakistan,Turkiye,skeptical
2089351091393839161,Saudi Arabia,Turkiye,skeptical
2089342489593573540,Pakistan,Saudi Arabia,neutral-reporting
2089342489593573540,Pakistan,Turkiye,neutral-reporting
2089342489593573540,Saudi Arabia,Turkiye,neutral-reporting
2089336195025453449,Pakistan,Saudi Arabia,neutral-reporting
2089336195025453449,Pakistan,Turkiye,neutral-reporting
2089336195025453449,Saudi Arabia,Turkiye,neutral-reporting
2089331275962486794,Pakistan,Saudi Arabia,supportive
2089331275962486794,Pakistan,Turkiye,supportive
2089331275962486794,Saudi Arabia,Turkiye,supportive
2089330392755048730,Iran,Saudi Arabia,neutral-reporting
2089329744693416361,Pakistan,Saudi Arabia,neutral-reporting
2089329744693416361,Pakistan,Turkiye,neutral-reporting
2089329744693416361,Saudi Arabia,Turkiye,neutral-reporting
2089326542333653207,Pakistan,Saudi Arabia,neutral-reporting
2089326542333653207,Pakistan,Turkiye,neutral-reporting
2089326542333653207,Saudi Arabia,Turkiye,neutral-reporting
2089322131809264000,Pakistan,Saudi Arabia,neutral-reporting
2089322131809264000,Pakistan,Turkiye,neutral-reporting
2089322131809264000,Saudi Arabia,Turkiye,neutral-reporting
2089321342784954614,Pakistan,Saudi Arabia,neutral-reporting
2089321342784954614,Pakistan,Turkiye,neutral-reporting
2089321342784954614,Saudi Arabia,Turkiye,neutral-reporting
2089319875437293636,Pakistan,Saudi Arabia,neutral-reporting
2089319875437293636,Pakistan,Turkiye,neutral-reporting
2089319875437293636,Saudi Arabia,Turkiye,neutral-reporting
2089319850405404813,Iran,Pakistan,skeptical
2089319850405404813,Iran,Turkiye,skeptical
2089319850405404813,Pakistan,Turkiye,neutral-reporting
2089309368466702641,Pakistan,Saudi Arabia,neutral-reporting
2089309368466702641,Pakistan,Turkiye,neutral-reporting
2089309368466702641,Pakistan,United States,neutral-reporting
2089309368466702641,Saudi Arabia,Turkiye,neutral-reporting
2089309368466702641,Saudi Arabia,United States,neutral-reporting
2089309368466702641,Turkiye,United States,neutral-reporting
2089307108252541417,Pakistan,Saudi Arabia,neutral-reporting
2089307108252541417,Pakistan,Turkiye,neutral-reporting
2089307108252541417,Saudi Arabia,Turkiye,neutral-reporting
2089306169500446919,Pakistan,Saudi Arabia,neutral-reporting
2089306169500446919,Pakistan,Turkiye,neutral-reporting
2089306169500446919,Saudi Arabia,Turkiye,neutral-reporting
2089305621002588585,Pakistan,Saudi Arabia,neutral-reporting
2089305621002588585,Pakistan,Turkiye,neutral-reporting
2089305621002588585,Saudi Arabia,Turkiye,neutral-reporting
2089302993036357776,Pakistan,Saudi Arabia,neutral-reporting
2089302993036357776,Pakistan,Turkiye,neutral-reporting
2089302993036357776,Saudi Arabia,Turkiye,neutral-reporting
2089301783222890817,Pakistan,Saudi Arabia,neutral-reporting
2089301783222890817,Pakistan,Turkiye,neutral-reporting
2089301783222890817,Saudi Arabia,Turkiye,neutral-reporting
2089301265331397081,Iran,Saudi Arabia,neutral-reporting
2089294027531174081,Pakistan,Saudi Arabia,neutral-reporting
2089294027531174081,Pakistan,Turkiye,neutral-reporting
2089294027531174081,Saudi Arabia,Turkiye,neutral-reporting
2089293980668186704,Saudi Arabia,Turkiye,neutral-reporting
2089291521426063525,Iran,Pakistan,neutral-reporting
2089291521426063525,Iran,Saudi Arabia,neutral-reporting
2089291521426063525,Iran,Turkiye,neutral-reporting
2089291521426063525,Pakistan,Saudi Arabia,neutral-reporting
2089291521426063525,Pakistan,Turkiye,neutral-reporting
2089291521426063525,Saudi Arabia,Turkiye,neutral-reporting
2089290932755570709,Iran,Pakistan,hostile
2089290932755570709,Iran,Turkiye,hostile
2089290932755570709,Iran,United States,hostile
2089290932755570709,Pakistan,Turkiye,neutral-reporting
2089290932755570709,Pakistan,United States,hostile
2089290932755570709,Turkiye,United States,hostile
2089285218872250796,Saudi Arabia,Turkiye,neutral-reporting
2089277522848686526,Pakistan,Saudi Arabia,neutral-reporting
2089277522848686526,Pakistan,Turkiye,neutral-reporting
2089277522848686526,Saudi Arabia,Turkiye,neutral-reporting
2089276059875267036,Iran,Saudi Arabia,hostile
2089272804713603390,Pakistan,Saudi Arabia,supportive
2089272804713603390,Pakistan,Turkiye,supportive
2089272804713603390,Saudi Arabia,Turkiye,supportive
2089272044907045019,Pakistan,Saudi Arabia,supportive
2089272044907045019,Pakistan,Turkiye,supportive
2089272044907045019,Saudi Arabia,Turkiye,supportive
2089268891499536420,Pakistan,Saudi Arabia,neutral-reporting
2089268891499536420,Pakistan,Turkiye,neutral-reporting
2089268891499536420,Saudi Arabia,Turkiye,neutral-reporting
2089268549386924389,Pakistan,Saudi Arabia,neutral-reporting
2089268549386924389,Pakistan,Turkiye,neutral-reporting
2089268549386924389,Saudi Arabia,Turkiye,neutral-reporting
2089265963346637299,Pakistan,Saudi Arabia,neutral-reporting
2089265963346637299,Pakistan,Turkiye,neutral-reporting
2089265963346637299,Saudi Arabia,Turkiye,neutral-reporting
2089265963346637299,Pakistan,United States,hostile
2089265963346637299,Saudi Arabia,United States,hostile
2089265963346637299,Turkiye,United States,hostile
2089264730343170142,Pakistan,Saudi Arabia,neutral-reporting
2089264730343170142,Pakistan,Turkiye,neutral-reporting
2089264730343170142,Saudi Arabia,Turkiye,neutral-reporting
2089264615712805101,Pakistan,Saudi Arabia,neutral-reporting
2089264615712805101,Pakistan,Turkiye,neutral-reporting
2089264615712805101,Saudi Arabia,Turkiye,neutral-reporting
2089263268502073644,Iran,Pakistan,neutral-reporting
2089263268502073644,Iran,Saudi Arabia,neutral-reporting
2089263268502073644,Iran,Turkiye,neutral-reporting
2089263268502073644,Iran,United States,hostile
2089263268502073644,Pakistan,Saudi Arabia,neutral-reporting
2089263268502073644,Pakistan,Turkiye,neutral-reporting
2089263268502073644,Pakistan,United States,neutral-reporting
2089263268502073644,Saudi Arabia,Turkiye,neutral-reporting
2089263268502073644,Saudi Arabia,United States,neutral-reporting
2089263268502073644,Turkiye,United States,neutral-reporting
2089262750237163706,Pakistan,Saudi Arabia,neutral-reporting
2089262750237163706,Pakistan,Turkiye,neutral-reporting
2089262750237163706,Pakistan,United States,neutral-reporting
2089262750237163706,Saudi Arabia,Turkiye,neutral-reporting
2089262750237163706,Saudi Arabia,United States,neutral-reporting
2089262750237163706,Turkiye,United States,neutral-reporting
2089262716485607490,Iran,Pakistan,neutral-reporting
2089262716485607490,Iran,Saudi Arabia,hostile
2089262716485607490,Iran,Turkiye,neutral-reporting
2089262716485607490,Pakistan,Saudi Arabia,skeptical
2089262716485607490,Pakistan,Turkiye,skeptical
2089262716485607490,Saudi Arabia,Turkiye,skeptical
2089262379288916418,United States,Pakistan,neutral-reporting
2089262379288916418,United States,Turkiye,neutral-reporting
2089262379288916418,Pakistan,Turkiye,neutral-reporting
2089261934906597636,Saudi Arabia,Turkiye,neutral-reporting
2089261934906597636,Saudi Arabia,Pakistan,neutral-reporting
2089261934906597636,Turkiye,Pakistan,neutral-reporting
2089260686845055446,Saudi Arabia,Turkiye,neutral-reporting
2089260686845055446,Saudi Arabia,Pakistan,neutral-reporting
2089260686845055446,Turkiye,Pakistan,neutral-reporting
2089260356615184860,Saudi Arabia,Turkiye,neutral-reporting
2089260356615184860,Saudi Arabia,Pakistan,neutral-reporting
2089260356615184860,Turkiye,Pakistan,neutral-reporting
2089258630000398819,Iran,Pakistan,neutral-reporting
2089258630000398819,Iran,Saudi Arabia,neutral-reporting
2089258630000398819,Iran,Turkiye,neutral-reporting
2089258630000398819,Iran,United States,neutral-reporting
2089258630000398819,Pakistan,Saudi Arabia,supportive
2089258630000398819,Pakistan,Turkiye,supportive
2089258630000398819,Pakistan,United States,neutral-reporting
2089258630000398819,Saudi Arabia,Turkiye,supportive
2089258630000398819,Saudi Arabia,United States,neutral-reporting
2089258630000398819,Turkiye,United States,neutral-reporting
2089257976091852908,Saudi Arabia,Turkiye,supportive
2089255793858351312,Pakistan,Saudi Arabia,hostile
2089255793858351312,Pakistan,Turkiye,hostile
2089253571040809237,Iran,Pakistan,neutral-reporting
2089251875501564195,Pakistan,Saudi Arabia,neutral-reporting
2089251875501564195,Pakistan,Turkiye,neutral-reporting
2089251875501564195,Saudi Arabia,Turkiye,neutral-reporting
2089248088892301562,Pakistan,Saudi Arabia,neutral-reporting
2089248088892301562,Pakistan,Turkiye,neutral-reporting
2089248088892301562,Saudi Arabia,Turkiye,neutral-reporting
2089247453023211833,Pakistan,Saudi Arabia,neutral-reporting
2089247453023211833,Pakistan,Turkiye,neutral-reporting
2089247453023211833,Saudi Arabia,Turkiye,neutral-reporting
